"geolocation","count_total","max_mass","min_mass","avg_mass","max_year","min_year","avg_year"
"(-84.25183, 161.37509)",1,11.1,11.1,11.10,1988,1988,1988.00
"(-21.21667, -43.93333)",1,9026,9026,9026.00,1918,1918,1918.00
"(-76.6975, 159.39722)",1,12.7,12.7,12.70,1981,1981,1981.00
"(-84.25942, 161.35196)",1,21.2,21.2,21.20,1985,1985,1985.00
"(19.1175, 54.82683)",1,1045,1045,1045.00,2000,2000,2000.00
"(19.74035, 56.33962)",1,159.3,159.3,159.30,2009,2009,2009.00
"(27.68333, 4.48333)",1,138,138,138.00,1990,1990,1990.00
"(27.133, 16.0395)",1,287,287,287.00,1996,1996,1996.00
"(19.63623, 55.64393)",1,1140,1140,1140.00,2000,2000,2000.00
"(-76.2874, 156.43731)",1,5,5,5.00,1990,1990,1990.00
"(-72.98717, 160.40467)",1,6.1,6.1,6.10,1993,1993,1993.00
"(-76.28383, 156.46646)",1,66.4,66.4,66.40,1990,1990,1990.00
"(-76.26762, 156.44101)",1,11.6,11.6,11.60,1990,1990,1990.00
"(27.52222, 3.94694)",1,99,99,99.00,1991,1991,1991.00
"(-76.71945, 158.76506)",1,386.8,386.8,386.80,1981,1981,1981.00
"(-76.723, 158.74015)",1,25.2,25.2,25.20,1988,1988,1988.00
"(26.9715, 16.45133)",1,217,217,217.00,1997,1997,1997.00
"(27.16983, 15.9255)",1,3130,3130,3130.00,1995,1995,1995.00
"(-84.27371, 161.69393)",1,19.6,19.6,19.60,1986,1986,1986.00
"(-84.27623, 161.39033)",1,31,31,31.00,1985,1985,1985.00
"(-76.3, 157.18361)",1,140.5,140.5,140.50,1983,1983,1983.00
"(-84.25344, 161.38833)",1,6,6,6.00,1986,1986,1986.00
"(-72.78, 75.31917)",1,4.02,4.02,4.02,2006,2006,2006.00
"(-84.25562, 161.38191)",1,17.4,17.4,17.40,1986,1986,1986.00
"(27.84217, 15.89667)",1,405,405,405.00,1998,1998,1998.00
"(-76.28263, 156.45522)",1,45.9,45.9,45.90,1987,1987,1987.00
"(27.67056, 4.34611)",1,212,212,212.00,1991,1991,1991.00
"(-76.89871, 156.79221)",1,3.1,3.1,3.10,1984,1984,1984.00
"(18.90733, 54.49255)",1,240,240,240.00,2001,2001,2001.00
"(18.49222, 54.1814)",1,1763,1763,1763.00,2011,2011,2011.00
"(-72.95417, 160.52512)",1,30.4,30.4,30.40,1990,1990,1990.00
"(-30.107, 126.84217)",1,26.9,26.9,26.90,1993,1993,1993.00
"(-76.96393, 156.90753)",1,22.3,22.3,22.30,1983,1983,1983.00
"(-72.77917, 75.3275)",1,22.92,22.92,22.92,2006,2006,2006.00
"(18.45333, 54.16667)",1,154,154,154.00,2006,2006,2006.00
"(-76.27515, 156.39015)",1,1.3,1.3,1.30,1990,1990,1990.00
"(18.44, 54.01833)",1,1788,1788,1788.00,2001,2001,2001.00
"(-72.78194, 75.28667)",1,0.63,0.63,0.63,2003,2003,2003.00
"(-76.28024, 156.43924)",1,23.8,23.8,23.80,1990,1990,1990.00
"(-76.28116, 156.47876)",1,21.8,21.8,21.80,1990,1990,1990.00
"(19.218111, 54.917417)",1,501,501,501.00,2005,2005,2005.00
"(-72.99306, 75.2)",1,21.2,21.2,21.20,2003,2003,2003.00
"(19.34167, 54.56)",1,126,126,126.00,2002,2002,2002.00
"(18.375, 54.14833)",1,2085,2085,2085.00,2001,2001,2001.00
"(27.3055, 16.20917)",1,1808,1808,1808.00,1995,1995,1995.00
"(27.10733, 16.02233)",1,443,443,443.00,1995,1995,1995.00
"(-76.28629, 156.48989)",1,20,20,20.00,1990,1990,1990.00
"(19.18067, 54.41883)",1,10,10,10.00,2005,2005,2005.00
"(-76.28324, 156.51228)",1,60.5,60.5,60.50,1990,1990,1990.00
"(-30.73233, 127.949)",1,48.7,48.7,48.70,1992,1992,1992.00
"(18.65073, 54.69992)",1,295,295,295.00,2010,2010,2010.00
"(-76.2727, 156.44562)",1,8.1,8.1,8.10,1990,1990,1990.00
"(-76.26729, 156.45056)",1,17.7,17.7,17.70,1990,1990,1990.00
"(28.48833, 13.095)",1,177,177,177.00,1995,1995,1995.00
"(-72.780278, 75.286111)",1,2.26,2.26,2.26,2003,2003,2003.00
"(18.9665, 54.28167)",1,44,44,44.00,2004,2004,2004.00
"(18.85235, 54.6488)",1,149,149,149.00,2000,2000,2000.00
"(27.0715, 16.11583)",1,83,83,83.00,1997,1997,1997.00
"(-72.94306, 75.29667)",1,57.1,57.1,57.10,2003,2003,2003.00
"(37.01667, -85.91667)",1,20400,20400,20400.00,1922,1922,1922.00
"(27.08333, 16.06667)",1,170,170,170.00,2000,2000,2000.00
"(-30.13333, 126.36667)",1,893,893,893.00,1962,1962,1962.00
"(-84.27904, 161.42701)",1,9.3,9.3,9.30,1988,1988,1988.00
"(27.18783, 16.1385)",1,72,72,72.00,1997,1997,1997.00
"(-76.28509, 156.48139)",1,15,15,15.00,1990,1990,1990.00
"(27.12383, 16.11233)",1,89.6,89.6,89.60,1998,1998,1998.00
"(19.43873, 56.67748)",1,408.7,408.7,408.70,2009,2009,2009.00
"(-84.27262, 161.71596)",1,7.7,7.7,7.70,1987,1987,1987.00
"(19.1425, 54.76917)",1,88,88,88.00,2004,2004,2004.00
"(-84.23809, 161.44635)",1,2,2,2.00,1988,1988,1988.00
"(18.70563, 54.18152)",1,379,379,379.00,2001,2001,2001.00
"(27.0655, 16.07983)",1,164,164,164.00,1999,1999,1999.00
"(31.59333, -98.25)",1,2700,2700,2700.00,1965,1965,1965.00
"(-72.78722, 75.27444)",1,1.49,1.49,1.49,2006,2006,2006.00
"(38.5, -100.0)",1,108,108,108.00,1888,1888,1888.00
"(-72.95194, 160.46056)",1,2.2,2.2,2.20,2001,2001,2001.00
"(18.25667, 54.18167)",1,255,255,255.00,2001,2001,2001.00
"(-84.25077, 161.37561)",1,12.7,12.7,12.70,1988,1988,1988.00
"(-84.2827, 161.38307)",1,17.8,17.8,17.80,1985,1985,1985.00
"(18.72892, 54.37255)",1,537,537,537.00,2010,2010,2010.00
"(-76.03863, 155.90865)",1,59.7,59.7,59.70,1992,1992,1992.00
"(-76.26881, 156.48278)",1,115,115,115.00,1987,1987,1987.00
"(-76.72991, 158.75414)",1,315.7,315.7,315.70,1988,1988,1988.00
"(19.97933, 55.95507)",1,1798.9,1798.9,1798.90,2005,2005,2005.00
"(-72.96306, 75.22444)",1,44.22,44.22,44.22,2003,2003,2003.00
"(27.84983, 15.88583)",1,639,639,639.00,1997,1997,1997.00
"(-76.70111, 159.40333)",1,9.2,9.2,9.20,1981,1981,1981.00
"(-76.28273, 157.18088)",1,304.6,304.6,304.60,1987,1987,1987.00
"(-76.03271, 156.01635)",1,15.2,15.2,15.20,1992,1992,1992.00
"(-84.24937, 161.40723)",1,12.3,12.3,12.30,1988,1988,1988.00
"(27.4205, 16.16667)",1,50,50,50.00,1995,1995,1995.00
"(-72.77944, 75.31167)",1,1.57,1.57,1.57,2006,2006,2006.00
"(-76.68455, 159.26114)",1,194.5,194.5,194.50,1981,1981,1981.00
"(27.279, 16.21733)",1,1490,1490,1490.00,1995,1995,1995.00
"(19.09222, 54.50389)",1,233.9,233.9,233.90,2000,2000,2000.00
"(-84.27519, 161.40313)",1,32.1,32.1,32.10,1988,1988,1988.00
"(27.1515, 16.083)",1,1105,1105,1105.00,1998,1998,1998.00
"(-84.27284, 161.71344)",1,25.6,25.6,25.60,1987,1987,1987.00
"(-84.34518, 161.30575)",1,0.6,0.6,0.60,1987,1987,1987.00
"(-72.9505, 160.4636)",1,0.6,0.6,0.60,2011,2011,2011.00
"(-76.82601, 158.19412)",1,2236.9,2236.9,2236.90,1981,1981,1981.00
"(-76.68805, 159.36028)",1,15.9,15.9,15.90,1981,1981,1981.00
"(19.62803, 55.73688)",1,84.83,84.83,84.83,2006,2006,2006.00
"(19.21083, 54.7195)",1,90,90,90.00,1999,1999,1999.00
"(-84.25393, 161.38384)",1,82.9,82.9,82.90,1987,1987,1987.00
"(-76.27333, 157.19917)",1,382.1,382.1,382.10,1983,1983,1983.00
"(-72.95161, 160.51531)",1,0.21,0.21,0.21,2004,2004,2004.00
"(-72.96313, 160.49992)",1,2.1,2.1,2.10,2011,2011,2011.00
"(18.39167, 54.16)",1,182,182,182.00,2001,2001,2001.00
"(-72.77861, 75.31389)",1,2.13,2.13,2.13,2006,2006,2006.00
"(-84.24539, 161.4515)",1,5.5,5.5,5.50,1988,1988,1988.00
"(-76.83928, 156.46772)",1,4.9,4.9,4.90,1985,1985,1985.00
"(44.04833, -96.59167)",1,21360,21360,21360.00,1983,1983,1983.00
"(27.36017, 3.7)",1,200,200,200.00,2004,2004,2004.00
"(-84.25524, 161.48118)",1,6.6,6.6,6.60,1986,1986,1986.00
"(27.33333, 4.5)",1,1137,1137,1137.00,1990,1990,1990.00
"(19.8629, 56.00598)",1,58.5,58.5,58.50,2009,2009,2009.00
"(-84.27579, 161.65905)",1,32.9,32.9,32.90,1986,1986,1986.00
"(-73.06917, 75.27694)",1,428.8,428.8,428.80,2002,2002,2002.00
"(19.26667, 5.91667)",1,4400,4400,4400.00,2002,2002,2002.00
"(26.979, 16.31083)",1,180,180,180.00,1998,1998,1998.00
"(27.23317, 16.02933)",1,137,137,137.00,1995,1995,1995.00
"(18.58833, 54.01833)",1,2897,2897,2897.00,2001,2001,2001.00
"(35.875, -114.23333)",1,61000,61000,61000.00,1995,1995,1995.00
"(-72.95306, 160.45667)",1,0.3,0.3,0.30,2001,2001,2001.00
"(27.18283, 15.94233)",1,3370,3370,3370.00,1996,1996,1996.00
"(19.84388, 56.4504)",1,8.973,8.973,8.97,2007,2007,2007.00
"(-72.9525, 160.51833)",1,14.8,14.8,14.80,2001,2001,2001.00
"(-76.88426, 156.93086)",1,29.1,29.1,29.10,1982,1982,1982.00
"(28.48067, 13.03133)",1,2010,2010,2010.00,1996,1996,1996.00
"(28.482, 13.31867)",1,1209,1209,1209.00,1997,1997,1997.00
"(18.70103, 54.18573)",1,83,83,83.00,2001,2001,2001.00
"(-84.25352, 161.38919)",1,18.8,18.8,18.80,1986,1986,1986.00
"(19.36197, 55.6125)",1,1479.5,1479.5,1479.50,2003,2003,2003.00
"(27.80383, 15.921)",1,2310,2310,2310.00,1998,1998,1998.00
"(-76.27141, 156.51211)",1,4.3,4.3,4.30,1987,1987,1987.00
"(35.06785, -116.7494)",1,6.1,6.1,6.10,2000,2000,2000.00
"(27.49833, 3.69444)",1,342,342,342.00,1991,1991,1991.00
"(-84.27998, 161.38837)",1,15.4,15.4,15.40,1985,1985,1985.00
"(39.68333, -102.845)",1,817,817,817.00,1967,1967,1967.00
"(-76.71769, 159.36411)",1,86.5,86.5,86.50,1983,1983,1983.00
"(-72.77306, 75.33944)",1,18.53,18.53,18.53,2003,2003,2003.00
"(-76.82229, 158.23233)",1,1.3,1.3,1.30,1983,1983,1983.00
"(21.55, 1.53333)",1,450,450,450.00,1989,1989,1989.00
"(28.66, 12.64833)",1,1920,1920,1920.00,1997,1997,1997.00
"(-76.75889, 159.34611)",1,246.3,246.3,246.30,1983,1983,1983.00
"(41.5, -104.1)",1,37600,37600,37600.00,1915,1915,1915.00
"(18.93805, 54.68658)",1,12400,12400,12400.00,2001,2001,2001.00
"(-72.95275, 160.4975)",1,4.5,4.5,4.50,2003,2003,2003.00
"(19.223306, 54.935778)",1,3420,3420,3420.00,2005,2005,2005.00
"(19.97722, 56.42527)",1,4.5,4.5,4.50,2007,2007,2007.00
"(-30.23433, 130.60067)",1,471,471,471.00,1991,1991,1991.00
"(27.919, 16.684)",1,68,68,68.00,2000,2000,2000.00
"(-72.99472, 160.41083)",1,2.2,2.2,2.20,1999,1999,1999.00
"(-84.2332, 161.44568)",1,9.8,9.8,9.80,1988,1988,1988.00
"(19.205, 54.52667)",1,8,8,8.00,2003,2003,2003.00
"(19.77988, 56.41342)",1,606.4,606.4,606.40,2007,2007,2007.00
"(18.97917, 54.4645)",1,188,188,188.00,1999,1999,1999.00
"(-76.72243, 158.7182)",1,102.5,102.5,102.50,1988,1988,1988.00
"(-30.33333, 129.76667)",1,46,46,46.00,1993,1993,1993.00
"(-76.8527, 156.20849)",1,57.7,57.7,57.70,1985,1985,1985.00
"(-37.15, 148.91667)",1,27000,27000,27000.00,1898,1898,1898.00
"(-72.99861, 75.19361)",1,1.82,1.82,1.82,2006,2006,2006.00
"(-84.2706, 161.39567)",1,44,44,44.00,1985,1985,1985.00
"(-30.2635, 129.81033)",1,71,71,71.00,1991,1991,1991.00
"(-84.25206, 161.39083)",1,22.4,22.4,22.40,1986,1986,1986.00
"(-72.98222, 75.26583)",1,51.7,51.7,51.70,2003,2003,2003.00
"(-76.99221, 156.97646)",1,3.2,3.2,3.20,1984,1984,1984.00
"(27.78717, 15.95117)",1,276,276,276.00,1998,1998,1998.00
"(19.66607, 55.65167)",1,307.8,307.8,307.80,2002,2002,2002.00
"(-73.01722, 75.25556)",1,12.1,12.1,12.10,2003,2003,2003.00
"(18.688528, 54.326528)",1,1040,1040,1040.00,2005,2005,2005.00
"(-76.73156, 158.67942)",1,9000,9000,9000.00,1984,1984,1984.00
"(-73.075, 75.25528)",1,12,12,12.00,2002,2002,2002.00
"(27.74056, 4.30833)",1,69,69,69.00,1991,1991,1991.00
"(-32.95556, 136.1375)",1,992,992,992.00,1963,1963,1963.00
"(-30.31667, 126.6)",1,3.57,3.57,3.57,1994,1994,1994.00
"(27.55, 3.7)",1,1805,1805,1805.00,1990,1990,1990.00
"(19.01055, 55.31255)",1,3532.9,3532.9,3532.90,2009,2009,2009.00
"(-72.9525, 160.465)",1,3.2,3.2,3.20,2001,2001,2001.00
"(19.10677, 54.82085)",1,49,49,49.00,2001,2001,2001.00
"(-77.02314, 156.98036)",1,15.6,15.6,15.60,1990,1990,1990.00
"(-72.95194, 160.46722)",1,0.3,0.3,0.30,2001,2001,2001.00
"(-76.05059, 155.99666)",1,67.6,67.6,67.60,1992,1992,1992.00
"(-72.95944, 75.22667)",1,6.72,6.72,6.72,2006,2006,2006.00
"(-84.23827, 161.42347)",1,24.2,24.2,24.20,1988,1988,1988.00
"(-76.27122, 156.44624)",1,33.2,33.2,33.20,1990,1990,1990.00
"(-72.77333, 75.325)",1,0.64,0.64,0.64,2003,2003,2003.00
"(59.54833, 32.11333)",1,1350,1350,1350.00,2006,2006,2006.00
"(-76.27022, 156.44542)",1,127.1,127.1,127.10,1990,1990,1990.00
"(-22.46667, -42.21667)",1,25000,25000,25000.00,1947,1947,1947.00
"(22.73393, 55.3204)",1,1.56,1.56,1.56,2010,2010,2010.00
"(-84.24622, 161.47499)",1,3.9,3.9,3.90,1988,1988,1988.00
"(-76.03307, 156.19815)",1,0.2,0.2,0.20,1992,1992,1992.00
"(-76.28256, 156.45813)",1,12.4,12.4,12.40,1987,1987,1987.00
"(18.35117, 54.532)",1,341,341,341.00,2006,2006,2006.00
"(-76.72018, 159.4026)",1,26.7,26.7,26.70,1988,1988,1988.00
"(33.07139, -102.80028)",1,26100,26100,26100.00,1975,1975,1975.00
"(28.62167, 13.45033)",1,5580,5580,5580.00,1995,1995,1995.00
"(-84.28505, 161.36984)",1,102.7,102.7,102.70,1985,1985,1985.00
"(-76.28647, 156.46693)",1,12.3,12.3,12.30,1990,1990,1990.00
"(-84.27363, 161.69347)",1,1.4,1.4,1.40,1986,1986,1986.00
"(-72.95295, 160.44718)",1,8.4,8.4,8.40,2009,2009,2009.00
"(27.10083, 16.02333)",1,216,216,216.00,1995,1995,1995.00
"(26.05, 25.66667)",1,110,110,110.00,1991,1991,1991.00
"(18.1603, 54.17717)",1,362.2,362.2,362.20,2009,2009,2009.00
"(-72.93611, 75.31639)",1,2.21,2.21,2.21,2006,2006,2006.00
"(18.68712, 54.42)",1,1000,1000,1000.00,2008,2008,2008.00
"(-76.69325, 159.34809)",1,153.5,153.5,153.50,1988,1988,1988.00
"(-72.781944, 75.3025)",1,2.47,2.47,2.47,2006,2006,2006.00
"(-76.68972, 159.26583)",1,229,229,229.00,1981,1981,1981.00
"(-30.63333, -64.88333)",1,40000,40000,40000.00,1938,1938,1938.00
"(19.1575, 54.81967)",1,1177,1177,1177.00,1999,1999,1999.00
"(19.36337, 55.6354)",1,1200.8,1200.8,1200.80,2003,2003,2003.00
"(28.663, 13.46983)",1,932,932,932.00,1995,1995,1995.00
"(35.68, -101.99333)",1,2860,2860,2860.00,1971,1971,1971.00
"(-76.02506, 155.91241)",1,291.2,291.2,291.20,1992,1992,1992.00
"(19.67495, 55.64743)",1,2850.3,2850.3,2850.30,2008,2008,2008.00
"(43.2, -78.8)",1,16300,16300,16300.00,1818,1818,1818.00
"(-76.27533, 156.43097)",1,33.6,33.6,33.60,1990,1990,1990.00
"(-76.28655, 156.38344)",1,87,87,87.00,1990,1990,1990.00
"(-84.25388, 161.4806)",1,2.8,2.8,2.80,1987,1987,1987.00
"(-72.77917, 75.29417)",1,0.59,0.59,0.59,2003,2003,2003.00
"(27.35683, 16.167)",1,1605,1605,1605.00,1997,1997,1997.00
"(-72.777778, 75.330278)",1,1.09,1.09,1.09,2003,2003,2003.00
"(27.01933, 16.51333)",1,60,60,60.00,2002,2002,2002.00
"(-76.02244, 156.02742)",1,14.7,14.7,14.70,1992,1992,1992.00
"(-72.77917, 75.305)",1,0.5,0.5,0.50,2006,2006,2006.00
"(-72.97917, 75.26556)",1,123.6,123.6,123.60,2003,2003,2003.00
"(-76.27683, 156.43768)",1,28.3,28.3,28.30,1990,1990,1990.00
"(-76.72611, 159.41028)",1,405.7,405.7,405.70,1981,1981,1981.00
"(-72.97639, 75.265)",1,3.42,3.42,3.42,2003,2003,2003.00
"(-30.55, 130.96667)",1,19000,19000,19000.00,1970,1970,1970.00
"(-76.84577, 156.43552)",1,98.9,98.9,98.90,1985,1985,1985.00
"(18.37, 54.23333)",1,240,240,240.00,2001,2001,2001.00
"(-84.27377, 161.69328)",1,15.1,15.1,15.10,1986,1986,1986.00
"(19.135, 54.565)",1,45,45,45.00,2002,2002,2002.00
"(-72.79444, 75.28028)",1,1.44,1.44,1.44,2006,2006,2006.00
"(-72.95669, 160.47436)",1,14.96,14.96,14.96,2003,2003,2003.00
"(-76.27754, 156.42762)",1,58.7,58.7,58.70,1990,1990,1990.00
"(28.85617, 12.59867)",1,70,70,70.00,1994,1994,1994.00
"(27.0135, 16.36583)",1,17.92,17.92,17.92,1997,1997,1997.00
"(-76.27843, 156.39653)",1,40,40,40.00,1990,1990,1990.00
"(-76.28275, 156.43988)",1,54,54,54.00,1987,1987,1987.00
"(27.88083, 16.9135)",1,9000,9000,9000.00,1998,1998,1998.00
"(-84.24832, 161.45039)",1,3.3,3.3,3.30,1988,1988,1988.00
"(-76.26695, 156.4638)",1,9.5,9.5,9.50,1990,1990,1990.00
"(18.94267, 54.319)",1,330,330,330.00,2004,2004,2004.00
"(19.25557, 54.83583)",1,158,158,158.00,2001,2001,2001.00
"(27.4, 16.23333)",1,23,23,23.00,2000,2000,2000.00
"(27.111, 16.02167)",1,107,107,107.00,1996,1996,1996.00
"(-72.775, 75.339722)",1,0.84,0.84,0.84,2006,2006,2006.00
"(-76.70944, 159.38583)",1,15.4,15.4,15.40,1981,1981,1981.00
"(19.11203, 54.8059)",1,480,480,480.00,2001,2001,2001.00
"(37.23333, -80.73333)",1,90,90,90.00,1852,1852,1852.00
"(-76.90169, 156.78514)",1,33.8,33.8,33.80,1984,1984,1984.00
"(36.26667, -85.98333)",1,127000,127000,127000.00,1840,1840,1840.00
"(-72.77306, 75.34444)",1,2.42,2.42,2.42,2003,2003,2003.00
"(18.38863, 54.5411)",1,1568,1568,1568.00,2011,2011,2011.00
"(27.11083, 16.04417)",1,484,484,484.00,1997,1997,1997.00
"(28.61817, 13.1715)",1,4760,4760,4760.00,1995,1995,1995.00
"(29.0785, 13.13117)",1,130,130,130.00,2000,2000,2000.00
"(-72.95145, 160.51087)",1,1.2,1.2,1.20,2011,2011,2011.00
"(-72.78, 75.32472)",1,27.62,27.62,27.62,2006,2006,2006.00
"(-72.9925, 75.23444)",1,5.16,5.16,5.16,2006,2006,2006.00
"(-76.28265, 157.1742)",1,41.4,41.4,41.40,1987,1987,1987.00
"(-76.70552, 158.77583)",1,226.3,226.3,226.30,2006,2006,2006.00
"(-30.88333, 128.975)",1,4.5,4.5,4.50,1978,1978,1978.00
"(-30.53333, 134.75)",1,25850,25850,25850.00,1924,1924,1924.00
"(11.65, -2.18333)",1,344,344,344.00,2002,2002,2002.00
"(-76.28631, 156.43429)",1,5.2,5.2,5.20,1990,1990,1990.00
"(27.5895, 16.11667)",1,404.8,404.8,404.80,1998,1998,1998.00
"(-76.69167, 159.38472)",1,20.7,20.7,20.70,1983,1983,1983.00
"(-76.27318, 156.5121)",1,26.1,26.1,26.10,1990,1990,1990.00
"(-76.77066, 158.8921)",1,735.9,735.9,735.90,1984,1984,1984.00
"(19.7821, 56.47652)",1,2623,2623,2623.00,2005,2005,2005.00
"(-76.04025, 155.87049)",1,20.2,20.2,20.20,1992,1992,1992.00
"(-76.92345, 156.54071)",1,12.4,12.4,12.40,1985,1985,1985.00
"(29.36583, 14.27611)",1,15750,15750,15750.00,2008,2008,2008.00
"(-84.23824, 161.46329)",1,6.1,6.1,6.10,1988,1988,1988.00
"(-84.2895, 161.32891)",1,30.3,30.3,30.30,1988,1988,1988.00
"(-84.25761, 161.45947)",1,3.8,3.8,3.80,1986,1986,1986.00
"(29.6425, 11.73222)",1,30000,30000,30000.00,1986,1986,1986.00
"(46.57056, -117.09861)",1,19670,19670,19670.00,1993,1993,1993.00
"(-72.95275, 160.49819)",1,5,5,5.00,2003,2003,2003.00
"(-76.04886, 156.3571)",1,1.9,1.9,1.90,1992,1992,1992.00
"(19.33517, 54.79183)",1,2984,2984,2984.00,1999,1999,1999.00
"(-72.97667, 75.26361)",1,21.78,21.78,21.78,2006,2006,2006.00
"(-76.28747, 156.44953)",1,3.2,3.2,3.20,1990,1990,1990.00
"(26.26667, -81.75)",1,41800,41800,41800.00,1938,1938,1938.00
"(27.2035, 16.2)",1,107,107,107.00,1997,1997,1997.00
"(-84.29669, 161.31934)",1,31.7,31.7,31.70,1986,1986,1986.00
"(18.755, 54.50833)",1,1185,1185,1185.00,1999,1999,1999.00
"(-76.71951, 158.76862)",1,45.9,45.9,45.90,1983,1983,1983.00
"(-76.28108, 157.23612)",1,48.2,48.2,48.20,1987,1987,1987.00
"(-76.72364, 159.41487)",1,3.9,3.9,3.90,1984,1984,1984.00
"(-72.984722, 75.249444)",1,0.66,0.66,0.66,2003,2003,2003.00
"(-72.780278, 75.323333)",1,11.97,11.97,11.97,2006,2006,2006.00
"(-84.25216, 161.41163)",1,31.6,31.6,31.60,1986,1986,1986.00
"(27.27933, 16.41167)",1,572,572,572.00,1998,1998,1998.00
"(-30.13933, 126.901)",1,69.95,69.95,69.95,1993,1993,1993.00
"(-72.77389, 75.32)",1,0.87,0.87,0.87,2003,2003,2003.00
"(-84.26367, 161.42074)",1,10.1,10.1,10.10,1986,1986,1986.00
"(-76.98428, 156.87774)",1,23.4,23.4,23.40,1984,1984,1984.00
"(-84.27303, 161.70791)",1,3.9,3.9,3.90,1987,1987,1987.00
"(-76.28295, 156.45298)",1,2.7,2.7,2.70,1990,1990,1990.00
"(-72.774722, 75.313056)",1,2.49,2.49,2.49,2003,2003,2003.00
"(-76.32722, 157.17889)",1,54.9,54.9,54.90,1983,1983,1983.00
"(-76.27363, 156.48838)",1,25,25,25.00,1990,1990,1990.00
"(-76.28102, 156.46549)",1,47.5,47.5,47.50,1990,1990,1990.00
"(-72.977222, 75.260278)",1,1.76,1.76,1.76,2006,2006,2006.00
"(38.84833, -98.72383)",1,28000,28000,28000.00,2002,2002,2002.00
"(-84.25567, 161.43494)",1,4.8,4.8,4.80,1986,1986,1986.00
"(26.99517, 16.45217)",1,112,112,112.00,2000,2000,2000.00
"(-84.25704, 161.39527)",1,4.7,4.7,4.70,1986,1986,1986.00
"(-84.34532, 161.47809)",1,0.1,0.1,0.10,1987,1987,1987.00
"(-73.07306, 75.26889)",1,10.1,10.1,10.10,2002,2002,2002.00
"(28.24883, 15.51833)",1,44.3,44.3,44.30,1999,1999,1999.00
"(-72.9633, 75.2178)",1,0.48,0.48,0.48,2003,2003,2003.00
"(-72.96806, 160.42306)",1,665.2,665.2,665.20,1993,1993,1993.00
"(34.2, -100.48333)",1,3600,3600,3600.00,1959,1959,1959.00
"(19.04562, 54.58178)",1,143,143,143.00,2011,2011,2011.00
"(19.53, 55.75833)",1,10830,10830,10830.00,1999,1999,1999.00
"(19.10667, 54.85833)",1,2366,2366,2366.00,2001,2001,2001.00
"(-76.83541, 156.44315)",1,10.6,10.6,10.60,1985,1985,1985.00
"(19.92488, 56.40488)",1,16.715,16.715,16.72,2007,2007,2007.00
"(-72.77417, 75.33611)",1,1.69,1.69,1.69,2006,2006,2006.00
"(28.6, 26.4)",1,14000,14000,14000.00,1983,1983,1983.00
"(-76.28297, 156.45865)",1,43.7,43.7,43.70,1987,1987,1987.00
"(-30.98333, 127.88333)",1,26000,26000,26000.00,1980,1980,1980.00
"(19.1073, 54.78677)",1,225,225,225.00,2001,2001,2001.00
"(-76.02643, 155.90985)",1,58.5,58.5,58.50,1992,1992,1992.00
"(18.525, 54.11667)",1,256,256,256.00,2000,2000,2000.00
"(27.479, 16.03917)",1,144,144,144.00,1998,1998,1998.00
"(-72.99639, 75.21694)",1,8.7,8.7,8.70,2003,2003,2003.00
"(18.42833, 54.05333)",1,163,163,163.00,1999,1999,1999.00
"(-84.25385, 161.40095)",1,6.3,6.3,6.30,1987,1987,1987.00
"(19.06013, 54.53182)",1,12.05,12.05,12.05,2001,2001,2001.00
"(-30.24833, 130.54083)",1,97,97,97.00,1990,1990,1990.00
"(63.11667, 14.28333)",1,NULL,NULL,NULL,1980,1980,1980.00
"(-76.27067, 156.45316)",1,15.4,15.4,15.40,1990,1990,1990.00
"(27.22017, 16.03317)",1,144,144,144.00,1995,1995,1995.00
"(35.6, -105.8)",1,148000,148000,148000.00,1884,1884,1884.00
"(-72.78111, 75.29861)",1,78.43,78.43,78.43,2006,2006,2006.00
"(-72.95556, 160.53778)",1,3.19,3.19,3.19,1990,1990,1990.00
"(-84.2533, 161.40759)",1,9.3,9.3,9.30,1988,1988,1988.00
"(-76.27983, 156.48267)",1,45.9,45.9,45.90,1990,1990,1990.00
"(27.0145, 16.38867)",1,37,37,37.00,2000,2000,2000.00
"(-76.27517, 156.40951)",1,305.1,305.1,305.10,1990,1990,1990.00
"(27.70917, 4.17444)",1,2000,2000,2000.00,1992,1992,1992.00
"(-72.97917, 75.25806)",1,1.73,1.73,1.73,2003,2003,2003.00
"(-72.95341, 160.51288)",1,5.3,5.3,5.30,1990,1990,1990.00
"(33.70833, -103.76667)",1,453,453,453.00,1972,1972,1972.00
"(-72.96433, 160.68992)",1,16.07,16.07,16.07,2004,2004,2004.00
"(-72.95361, 75.23722)",1,11.7,11.7,11.70,2006,2006,2006.00
"(-76.69167, 159.39028)",1,3.9,3.9,3.90,1981,1981,1981.00
"(-77.04408, 157.2676)",1,110.9,110.9,110.90,1982,1982,1982.00
"(-76.2773, 156.37581)",1,3.8,3.8,3.80,1990,1990,1990.00
"(19.17833, 54.874)",1,275,275,275.00,1999,1999,1999.00
"(-76.29072, 156.37696)",1,10.2,10.2,10.20,1990,1990,1990.00
"(-76.29145, 156.411)",1,30.8,30.8,30.80,1990,1990,1990.00
"(19.10067, 54.82)",1,2356,2356,2356.00,1999,1999,1999.00
"(34.09, -103.61167)",1,548,548,548.00,1968,1968,1968.00
"(27.186, 16.13083)",1,118,118,118.00,1996,1996,1996.00
"(35.26667, -107.96667)",1,9540,9540,9540.00,1946,1946,1946.00
