"geolocation","count_total","max_mass","min_mass","avg_mass","max_year","min_year","avg_year"
"(-84.57558, 162.56555)",1,1.4,1.4,1.40,1993,1993,1993.00
"(20.1469, 55.70908)",1,30.29,30.29,30.29,2010,2010,2010.00
"(-84.58367, -61.81949)",1,1.3,1.3,1.30,1991,1991,1991.00
"(-38.25, 178.08333)",1,9200,9200,9200.00,1915,1915,1915.00
"(22.84231, 55.14103)",1,2000,2000,2000.00,2005,2005,2005.00
"(62.2, 54.16667)",1,327,327,327.00,1964,1964,1964.00
"(-23.17556, -69.71833)",1,1992,1992,1992.00,1996,1996,1996.00
"(18.56333, 53.92667)",1,185,185,185.00,2001,2001,2001.00
"(-84.25102, 161.37055)",1,10.6,10.6,10.60,1988,1988,1988.00
"(-77.33333, 162.3)",1,19068,19068,19068.00,1977,1977,1977.00
"(35.51752, -116.17607)",1,43.8,43.8,43.80,2000,2000,2000.00
"(20.82583, 57.19933)",1,100,100,100.00,2000,2000,2000.00
"(-84.26849, 161.42488)",1,7,7,7.00,1988,1988,1988.00
"(34.125, -101.75667)",1,631,631,631.00,1963,1963,1963.00
"(21.35885, 58.42213)",1,4.94,4.94,4.94,2006,2006,2006.00
"(-84.5909, 162.2489)",1,4.6,4.6,4.60,1993,1993,1993.00
"(-85.67711, -69.07393)",1,6.9,6.9,6.90,1991,1991,1991.00
"(-85.67696, -69.06041)",1,27.4,27.4,27.40,1991,1991,1991.00
"(-84.27367, 161.38798)",1,12.3,12.3,12.30,1988,1988,1988.00
"(-84.61914, 162.43054)",1,1979.6,1979.6,1979.60,1993,1993,1993.00
"(34.4, -106.85)",1,7.7,7.7,7.70,1944,1944,1944.00
"(-25.447333, -69.8835)",1,10.6,10.6,10.60,2009,2009,2009.00
"(-30.16667, 126.40433)",1,6.04,6.04,6.04,1992,1992,1992.00
"(21.17895, 58.41185)",1,33.28,33.28,33.28,2006,2006,2006.00
"(37.59183, -97.21497)",1,2367,2367,2367.00,1971,1971,1971.00
"(-85.68258, -68.82106)",1,10.1,10.1,10.10,1991,1991,1991.00
"(-84.57479, 162.08778)",1,77.2,77.2,77.20,1993,1993,1993.00
"(34.48793, -116.9488)",1,0.97,0.97,0.97,2002,2002,2002.00
"(-22.33333, -69.66667)",1,15500,15500,15500.00,1935,1935,1935.00
"(20.884, 56.99377)",1,75.93,75.93,75.93,2005,2005,2005.00
"(-85.6668, -69.04028)",1,41.5,41.5,41.50,2002,2002,2002.00
"(34.24216, -88.77594)",1,280,280,280.00,2012,2012,2012.00
"(39.68432, -117.62052)",1,13.4,13.4,13.40,2001,2001,2001.00
"(-85.66916, -68.71352)",1,11.6,11.6,11.60,1991,1991,1991.00
"(29.75, 34.91667)",1,40,40,40.00,2002,2002,2002.00
"(-29.62833, 126.32167)",1,1048.9,1048.9,1048.90,1986,1986,1986.00
"(-84.27384, 161.68376)",1,4.4,4.4,4.40,1993,1993,1993.00
"(18.55927, 53.89155)",1,2200.72,2200.72,2200.72,2001,2001,2001.00
"(34.48595, -116.9637)",1,2.17,2.17,2.17,2004,2004,2004.00
"(21.02018, 57.21147)",1,457.15,457.15,457.15,2001,2001,2001.00
"(21.00295, 57.32363)",1,2.6,2.6,2.60,2004,2004,2004.00
"(20.21167, 56.60467)",1,415,415,415.00,2009,2009,2009.00
"(35.8, -113.7)",1,430000,430000,430000.00,1927,1927,1927.00
"(20.6275, 57.16433)",1,410.5,410.5,410.50,2001,2001,2001.00
"(-84.57543, 162.57222)",1,60.4,60.4,60.40,1993,1993,1993.00
"(-85.16324, -94.62127)",1,476,476,476.00,1982,1982,1982.00
"(20.4429, 56.65422)",1,52.391,52.391,52.39,2007,2007,2007.00
"(34.25, -96.68333)",1,260000,260000,260000.00,1965,1965,1965.00
"(-84.57832, 162.55632)",1,4.2,4.2,4.20,1993,1993,1993.00
"(-84.6058, 162.12327)",1,6.5,6.5,6.50,1993,1993,1993.00
"(-76.22055, 158.37601)",1,6.4,6.4,6.40,1992,1992,1992.00
"(30.26667, -4.66667)",1,11870,11870,11870.00,1998,1998,1998.00
"(36.17557, -116.159)",1,375,375,375.00,2003,2003,2003.00
"(20.01315, 55.61903)",1,3.46,3.46,3.46,2010,2010,2010.00
"(-84.2, -86.0)",1,140.3,140.3,140.30,1991,1991,1991.00
"(-41.06667, -62.85)",1,6900,6900,6900.00,2003,2003,2003.00
"(25.26667, 0.15)",1,5400,5400,5400.00,2002,2002,2002.00
"(27.81667, -7.85)",1,65,65,65.00,2002,2002,2002.00
"(43.03333, -78.03333)",1,6000,6000,6000.00,1915,1915,1915.00
"(-85.58234, -68.39884)",1,68.1,68.1,68.10,1991,1991,1991.00
"(18.5875, 53.91417)",1,88.6,88.6,88.60,2001,2001,2001.00
"(29.41667, -5.26667)",1,9747,9747,9747.00,1999,1999,1999.00
"(-84.59612, 162.30508)",1,458.5,458.5,458.50,1990,1990,1990.00
"(-84.57573, 162.56794)",1,6.3,6.3,6.30,1993,1993,1993.00
"(34.28333, -103.51667)",1,6.4,6.4,6.40,1993,1993,1993.00
"(-30.34533, 130.1)",1,432,432,432.00,1991,1991,1991.00
"(-84.60362, 162.16963)",1,9.9,9.9,9.90,1993,1993,1993.00
"(-85.69288, -67.6487)",1,332,332,332.00,1991,1991,1991.00
"(-34.25, 147.7)",1,32200,32200,32200.00,1855,1855,1855.00
"(-85.18406, -94.16)",1,220.8,220.8,220.80,1982,1982,1982.00
"(-84.59784, 162.25299)",1,9216.7,9216.7,9216.70,1990,1990,1990.00
"(-29.23333, -61.76667)",1,22000,22000,22000.00,1945,1945,1945.00
"(-25.371, -69.8975)",1,38.5,38.5,38.50,2009,2009,2009.00
"(-30.0, 128.91667)",1,308.7,308.7,308.70,1969,1969,1969.00
"(-25.4425, -69.872167)",1,86.3,86.3,86.30,2008,2008,2008.00
"(-84.27103, 161.36843)",1,15,15,15.00,1988,1988,1988.00
"(-85.67874, -69.06662)",1,7.2,7.2,7.20,1991,1991,1991.00
"(21.38015, 56.29083)",1,1354.8,1354.8,1354.80,2009,2009,2009.00
"(-84.57587, 162.56773)",1,6.9,6.9,6.90,1993,1993,1993.00
"(18.46617, 53.83417)",1,445.6,445.6,445.60,2001,2001,2001.00
"(-71.79667, 36.08472)",1,18.9,18.9,18.90,1974,1974,1974.00
"(-84.27392, 161.68476)",1,20.1,20.1,20.10,1993,1993,1993.00
"(20.38367, 55.7042)",1,34.9,34.9,34.90,2010,2010,2010.00
"(25.4075, 0.13639)",1,30000,30000,30000.00,2002,2002,2002.00
"(33.01667, -102.36667)",1,1615,1615,1615.00,1966,1966,1966.00
"(-85.348, -87.23)",1,96,96,96.00,2008,2008,2008.00
"(-84.24944, 161.38802)",1,6.5,6.5,6.50,1988,1988,1988.00
"(-28.5, 27.0)",1,50000,50000,50000.00,1881,1881,1881.00
"(21.37015, 57.7291)",1,7269,7269,7269.00,2005,2005,2005.00
"(-85.68565, -68.9372)",1,334.5,334.5,334.50,1991,1991,1991.00
"(-84.7916, -61.88361)",1,5.7,5.7,5.70,1991,1991,1991.00
"(20.33115, 56.1962)",1,149.98,149.98,149.98,2010,2010,2010.00
"(-71.80472, 36.18056)",1,179.8,179.8,179.80,1974,1974,1974.00
"(-25.447667, -69.867333)",1,21.06,21.06,21.06,2007,2007,2007.00
"(-85.68378, -68.82427)",1,3.7,3.7,3.70,1991,1991,1991.00
"(-84.27177, 161.41129)",1,0.6,0.6,0.60,1988,1988,1988.00
"(20.89485, 55.50613)",1,2706,2706,2706.00,2009,2009,2009.00
"(-25.443, -69.875167)",1,17.2,17.2,17.20,2008,2008,2008.00
"(-85.68994, -68.91388)",1,37.6,37.6,37.60,1991,1991,1991.00
"(40.43333, -98.06667)",1,1330,1330,1330.00,1999,1999,1999.00
"(-84.55914, -62.04472)",1,5.7,5.7,5.70,1991,1991,1991.00
"(-15.0, 135.0)",1,6400,6400,6400.00,1953,1953,1953.00
"(-84.59914, 162.19833)",1,18.6,18.6,18.60,1993,1993,1993.00
"(-84.26951, 161.36454)",1,8.3,8.3,8.30,1988,1988,1988.00
"(-84.2476, 161.39109)",1,13.5,13.5,13.50,1988,1988,1988.00
"(20.66642, 55.31402)",1,419.9,419.9,419.90,2009,2009,2009.00
"(-84.24926, 161.44112)",1,3.2,3.2,3.20,1988,1988,1988.00
"(18.21335, 53.84675)",1,503.76,503.76,503.76,2003,2003,2003.00
"(-30.08333, 130.03333)",1,513,513,513.00,1950,1950,1950.00
"(18.44432, 52.97805)",1,2335.64,2335.64,2335.64,2003,2003,2003.00
"(18.25072, 53.99667)",1,23,23,23.00,2007,2007,2007.00
"(62.0, 7.66667)",1,2750,2750,2750.00,1892,1892,1892.00
"(-84.26703, 161.41912)",1,10.8,10.8,10.80,1988,1988,1988.00
"(32.50333, -102.74333)",1,524.5,524.5,524.50,1985,1985,1985.00
"(21.34885, 56.16187)",1,251.7,251.7,251.70,2009,2009,2009.00
"(20.99667, 57.31667)",1,42,42,42.00,2002,2002,2002.00
"(-84.59534, 162.76926)",1,26,26,26.00,1990,1990,1990.00
"(20.57935, 57.1848)",1,614.43,614.43,614.43,2002,2002,2002.00
"(18.1672, 53.84555)",1,255.25,255.25,255.25,1998,1998,1998.00
"(20.04738, 56.4866)",1,34.27,34.27,34.27,2005,2005,2005.00
"(-84.26835, 161.37585)",1,13.6,13.6,13.60,1988,1988,1988.00
"(-84.27411, 161.68011)",1,116.6,116.6,116.60,1993,1993,1993.00
"(20.51168, 57.31843)",1,711.2,711.2,711.20,2002,2002,2002.00
"(25.45, 0.55)",1,142,142,142.00,1989,1989,1989.00
"(20.66843, 57.15937)",1,499.44,499.44,499.44,2002,2002,2002.00
"(21.07, 57.27)",1,168,168,168.00,2004,2004,2004.00
"(25.3, 0.2)",1,65,65,65.00,2002,2002,2002.00
"(-25.443833, -69.870333)",1,145,145,145.00,2008,2008,2008.00
"(30.36667, -5.85)",1,50000,50000,50000.00,1987,1987,1987.00
"(25.29038, 0.05622)",1,136,136,136.00,2003,2003,2003.00
"(-85.16782, -94.72788)",1,371.3,371.3,371.30,2000,2000,2000.00
"(20.56093, 57.3326)",1,341.65,341.65,341.65,2002,2002,2002.00
"(20.17, 56.265)",1,420,420,420.00,2004,2004,2004.00
"(20.49042, 57.39355)",1,77.78,77.78,77.78,2002,2002,2002.00
"(-71.83278, 36.29167)",1,206,206,206.00,1974,1974,1974.00
"(37.95, -85.78333)",1,3600,3600,3600.00,1850,1850,1850.00
"(-85.67555, -68.62278)",1,18.9,18.9,18.90,1991,1991,1991.00
"(18.32333, 53.38767)",1,17.65,17.65,17.65,2009,2009,2009.00
"(20.67367, 57.18)",1,6760,6760,6760.00,2000,2000,2000.00
"(29.36667, 79.43333)",1,5000,5000,5000.00,1980,1980,1980.00
"(-85.66182, -68.62978)",1,18,18,18.00,1991,1991,1991.00
"(-76.21745, 158.39695)",1,46.6,46.6,46.60,1980,1980,1980.00
"(-85.65045, -68.66452)",1,75.7,75.7,75.70,1991,1991,1991.00
"(34.36667, 118.33333)",1,69000,69000,69000.00,1975,1975,1975.00
"(21.05918, 57.2762)",1,120,120,120.00,2011,2011,2011.00
"(21.32333, 56.42167)",1,1048,1048,1048.00,2001,2001,2001.00
"(-85.68159, -68.22718)",1,60.9,60.9,60.90,1991,1991,1991.00
"(-23.43333, -69.5)",1,5000,5000,5000.00,1882,1882,1882.00
"(-84.57939, 162.61532)",1,19.4,19.4,19.40,1993,1993,1993.00
"(32.0939, -109.88412)",1,278.4,278.4,278.40,2004,2004,2004.00
"(-30.03183, 126.27283)",1,173.8,173.8,173.80,1994,1994,1994.00
"(18.6262, 53.9156)",1,3600,3600,3600.00,2002,2002,2002.00
"(-85.6819, -68.76504)",1,13.5,13.5,13.50,1991,1991,1991.00
"(35.46667, -115.66667)",1,129.9,129.9,129.90,1929,1929,1929.00
"(20.5534, 56.12678)",1,881.7,881.7,881.70,2008,2008,2008.00
"(35.25, -106.5)",1,45000,45000,45000.00,1925,1925,1925.00
"(47.9, 37.5)",1,144,144,144.00,1976,1976,1976.00
"(-77.58389, 160.37361)",1,13773,13773,13773.00,1976,1976,1976.00
"(21.37628, 58.42768)",1,12.07,12.07,12.07,2006,2006,2006.00
"(20.81833, 12.97333)",1,444,444,444.00,2002,2002,2002.00
"(20.6227, 56.94792)",1,1415.13,1415.13,1415.13,2002,2002,2002.00
"(-30.5, 131.71667)",1,19.3,19.3,19.30,2009,2009,2009.00
"(18.91123, 55.55702)",1,24.9,24.9,24.90,2011,2011,2011.00
"(-84.6046, 162.14832)",1,3.5,3.5,3.50,1993,1993,1993.00
"(21.02, 57.28167)",1,120,120,120.00,2001,2001,2001.00
"(-85.67972, -68.70106)",1,54,54,54.00,1991,1991,1991.00
"(-23.93333, -68.28333)",1,2000,2000,2000.00,1965,1965,1965.00
"(-84.25191, 161.41098)",1,5.9,5.9,5.90,1988,1988,1988.00
"(-85.5678, -68.43751)",1,32.3,32.3,32.30,1991,1991,1991.00
"(21.06, 57.265)",1,326,326,326.00,2001,2001,2001.00
"(20.62837, 55.53118)",1,31,31,31.00,2009,2009,2009.00
"(-85.68999, -68.91822)",1,13.3,13.3,13.30,1991,1991,1991.00
"(-84.57583, 162.56821)",1,2.4,2.4,2.40,1993,1993,1993.00
"(29.68333, -98.91667)",1,13600,13600,13600.00,1887,1887,1887.00
"(20.819, 57.26367)",1,931.9,931.9,931.90,2001,2001,2001.00
"(-85.67129, -68.7591)",1,2.6,2.6,2.60,1991,1991,1991.00
"(28.11667, 0.53333)",1,107000,107000,107000.00,1967,1967,1967.00
"(39.93333, -99.6)",1,564000,564000,564000.00,1891,1891,1891.00
"(-25.4435, -69.8745)",1,56.4,56.4,56.40,2008,2008,2008.00
"(-84.24659, 161.41231)",1,7.2,7.2,7.20,1988,1988,1988.00
"(-71.80417, 35.39722)",1,6.5,6.5,6.50,1974,1974,1974.00
"(-85.16517, -94.57335)",1,288,288,288.00,2000,2000,2000.00
"(20.53877, 56.67408)",1,4.7,4.7,4.70,2007,2007,2007.00
"(30.3, -97.7)",1,175400,175400,175400.00,1889,1889,1889.00
"(18.508, 53.98733)",1,936.8,936.8,936.80,2001,2001,2001.00
"(20.6322, 56.08783)",1,202.01,202.01,202.01,2003,2003,2003.00
"(54.76667, 113.98333)",1,18000,18000,18000.00,1854,1854,1854.00
"(31.15, -4.25)",1,1280,1280,1280.00,2000,2000,2000.00
"(-85.67642, -69.03719)",1,6.1,6.1,6.10,1991,1991,1991.00
"(-76.21776, 158.60617)",1,44.3,44.3,44.30,1980,1980,1980.00
"(-85.67856, -69.05905)",1,22.7,22.7,22.70,1991,1991,1991.00
"(20.0051, 56.41193)",1,487.26,487.26,487.26,2002,2002,2002.00
"(36.7, 137.36667)",1,22700,22700,22700.00,1890,1890,1890.00
"(-30.1, 143.2)",1,4030,4030,4030.00,1970,1970,1970.00
"(-84.59482, 162.30026)",1,54,54,54.00,1990,1990,1990.00
"(20.54122, 56.68055)",1,28.6,28.6,28.60,2007,2007,2007.00
"(-84.27233, 161.41277)",1,7,7,7.00,1993,1993,1993.00
"(20.91903, 55.41193)",1,264.4,264.4,264.40,2009,2009,2009.00
"(20.88167, 57.2)",1,2618,2618,2618.00,2001,2001,2001.00
"(26.4455, 15.5925)",1,796,796,796.00,1994,1994,1994.00
"(-30.5, 128.1)",1,608.9,608.9,608.90,1969,1969,1969.00
"(18.26105, 53.99233)",1,5.6,5.6,5.60,2007,2007,2007.00
"(-85.67735, -69.03926)",1,209.2,209.2,209.20,1991,1991,1991.00
"(21.03578, 57.32825)",1,198.36,198.36,198.36,2001,2001,2001.00
"(-84.5933, 162.31231)",1,68.3,68.3,68.30,1993,1993,1993.00
"(31.5, -4.25)",1,4,4,4.00,1999,1999,1999.00
"(-85.67656, -68.69178)",1,272.4,272.4,272.40,1991,1991,1991.00
"(-84.25553, 161.40432)",1,3.4,3.4,3.40,1988,1988,1988.00
"(-85.67505, -68.69331)",1,5.2,5.2,5.20,1991,1991,1991.00
"(-85.67131, -67.92851)",1,4.8,4.8,4.80,1991,1991,1991.00
"(21.07183, 57.26617)",1,452,452,452.00,1999,1999,1999.00
"(20.99782, 57.29495)",1,59.8,59.8,59.80,2003,2003,2003.00
"(20.545, 56.67333)",1,2.5,2.5,2.50,2007,2007,2007.00
"(39.68938, -117.62032)",1,18.1,18.1,18.10,2007,2007,2007.00
"(-30.06783, 128.98483)",1,20,20,20.00,1993,1993,1993.00
"(-85.67144, -68.4219)",1,15.8,15.8,15.80,1991,1991,1991.00
"(21.05525, 57.26902)",1,154.5,154.5,154.50,2001,2001,2001.00
"(34.44567, -117.01083)",1,20,20,20.00,2000,2000,2000.00
"(21.1273, 58.4075)",1,112.18,112.18,112.18,2006,2006,2006.00
"(18.25813, 53.99317)",1,52.4,52.4,52.40,2007,2007,2007.00
"(40.63783, -103.69717)",1,5000,5000,5000.00,1960,1960,1960.00
"(24.4, 1.03333)",1,2347,2347,2347.00,1989,1989,1989.00
"(20.7982, 55.47148)",1,472.7,472.7,472.70,2009,2009,2009.00
"(32.55, -102.39167)",1,1711,1711,1711.00,1967,1967,1967.00
"(-71.825, 36.24028)",1,208.9,208.9,208.90,1974,1974,1974.00
"(-85.56759, -68.43408)",1,62.2,62.2,62.20,1991,1991,1991.00
"(-29.45, 121.21667)",1,1500,1500,1500.00,1908,1908,1908.00
"(-31.39953, 127.14467)",1,36.54,36.54,36.54,2010,2010,2010.00
"(-25.43933, -69.8635)",1,168,168,168.00,2010,2010,2010.00
"(-85.16103, -94.59745)",1,147.5,147.5,147.50,2000,2000,2000.00
"(-84.96747, -67.48559)",1,63.4,63.4,63.40,1991,1991,1991.00
"(-84.58166, 162.54007)",1,12.4,12.4,12.40,1993,1993,1993.00
"(28.58333, -7.96667)",1,57.4,57.4,57.40,2001,2001,2001.00
"(-84.27007, 161.39499)",1,7.5,7.5,7.50,1988,1988,1988.00
"(23.2925, -10.17483)",1,224,224,224.00,2005,2005,2005.00
"(-84.57932, 162.61377)",1,51.2,51.2,51.20,1993,1993,1993.00
"(22.83333, -6.18333)",1,2290,2290,2290.00,2009,2009,2009.00
"(-76.22193, 158.53607)",1,10.6,10.6,10.60,1980,1980,1980.00
"(-30.89281, 131.39142)",1,14.1,14.1,14.10,2011,2011,2011.00
"(-84.56904, 162.048)",1,3.4,3.4,3.40,1993,1993,1993.00
"(-29.75, 22.5)",1,11800,11800,11800.00,1921,1921,1921.00
"(20.51485, 57.27738)",1,1575.3,1575.3,1575.30,2002,2002,2002.00
"(20.09977, 56.70507)",1,2353,2353,2353.00,2011,2011,2011.00
"(35.16667, -88.18333)",1,60000,60000,60000.00,1923,1923,1923.00
"(32.02833, -4.15833)",1,344,344,344.00,1999,1999,1999.00
"(-84.27145, 161.36688)",1,6.7,6.7,6.70,1988,1988,1988.00
"(34.18333, -103.23333)",1,59.2,59.2,59.20,1984,1984,1984.00
"(-76.22305, 158.35396)",1,3.9,3.9,3.90,1980,1980,1980.00
"(20.86333, 56.20333)",1,262,262,262.00,2001,2001,2001.00
"(-84.25048, 161.40201)",1,7.4,7.4,7.40,1988,1988,1988.00
"(20.44538, 56.65542)",1,157.457,157.457,157.46,2007,2007,2007.00
"(-34.78333, 144.66667)",1,4300,4300,4300.00,1868,1868,1868.00
"(-84.27112, 161.42573)",1,10.3,10.3,10.30,1988,1988,1988.00
"(-84.2749, 161.38457)",1,9,9,9.00,1988,1988,1988.00
"(46.5, 30.76667)",1,1926,1926,1926.00,1960,1960,1960.00
"(-76.21987, 158.37838)",1,1.2,1.2,1.20,1992,1992,1992.00
"(47.12444, 7.17889)",1,20689,20689,20689.00,1984,1984,1984.00
"(-85.6755, -68.60183)",1,20.7,20.7,20.70,2002,2002,2002.00
"(-76.22305, 158.56938)",1,25.1,25.1,25.10,1980,1980,1980.00
"(-26.21667, -48.6)",1,7000000,7000000,7000000.00,1875,1875,1875.00
"(20.5569, 55.84888)",1,13.59,13.59,13.59,2003,2003,2003.00
"(-25.443167, -69.8955)",1,66.79,66.79,66.79,2007,2007,2007.00
"(-85.68174, -68.75488)",1,2.8,2.8,2.80,1991,1991,1991.00
"(20.5501, 55.92748)",1,121.69,121.69,121.69,2003,2003,2003.00
"(33.6, -101.73333)",1,1457.8,1457.8,1457.80,1938,1938,1938.00
"(-85.68425, -68.79143)",1,0.2,0.2,0.20,2002,2002,2002.00
"(-84.61776, 162.25099)",1,698.7,698.7,698.70,1993,1993,1993.00
"(34.21667, -103.93333)",1,98.8,98.8,98.80,2001,2001,2001.00
"(35.68078, -115.34062)",1,18.65,18.65,18.65,2002,2002,2002.00
"(-32.86667, 134.28333)",1,909,909,909.00,1989,1989,1989.00
"(21.3623, 58.41178)",1,61.13,61.13,61.13,2006,2006,2006.00
"(20.93015, 57.14505)",1,10006.7,10006.7,10006.70,2005,2005,2005.00
"(-84.63051, 162.50212)",1,626.1,626.1,626.10,1993,1993,1993.00
"(47.96, 14.89)",1,15000,15000,15000.00,1977,1977,1977.00
"(-85.67856, -69.06969)",1,7.1,7.1,7.10,1991,1991,1991.00
"(-31.58333, 127.7)",1,75.3,75.3,75.30,1968,1968,1968.00
"(-25.75, -70.5)",1,3828000,3828000,3828000.00,1861,1861,1861.00
"(38.46667, -100.93333)",1,2135,2135,2135.00,1905,1905,1905.00
"(20.66973, 55.42813)",1,227.7,227.7,227.70,2009,2009,2009.00
"(51.85, 107.91667)",1,3.5,3.5,3.50,1900,1900,1900.00
"(-84.57609, 162.56377)",1,1.3,1.3,1.30,1993,1993,1993.00
"(-84.27484, 161.41767)",1,23.6,23.6,23.60,1988,1988,1988.00
"(20.24332, 56.45165)",1,200.51,200.51,200.51,2003,2003,2003.00
"(39.36667, -100.63333)",1,750,750,750.00,1956,1956,1956.00
"(19.696, 11.52683)",1,4705,4705,4705.00,1997,1997,1997.00
"(-84.2675, 161.35395)",1,8.6,8.6,8.60,1988,1988,1988.00
"(-30.1135, 126.25117)",1,18.6,18.6,18.60,1993,1993,1993.00
"(21.36203, 58.413)",1,22.72,22.72,22.72,2006,2006,2006.00
"(30.66667, -4.98333)",1,156,156,156.00,2000,2000,2000.00
"(20.92243, 56.88685)",1,188.8,188.8,188.80,2005,2005,2005.00
"(27.81667, -7.83333)",1,135,135,135.00,2002,2002,2002.00
"(18.55282, 53.9355)",1,1400.2,1400.2,1400.20,2002,2002,2002.00
"(-30.93383, 131.36169)",1,8.4,8.4,8.40,2011,2011,2011.00
"(-84.6307, 162.53213)",1,1.2,1.2,1.20,1993,1993,1993.00
"(-30.7845, 127.69733)",1,40.59,40.59,40.59,1992,1992,1992.00
"(20.95233, 57.3045)",1,726,726,726.00,1999,1999,1999.00
"(-84.57585, 162.56734)",1,29.8,29.8,29.80,1993,1993,1993.00
"(-31.19167, 121.53333)",1,40000,40000,40000.00,1969,1969,1969.00
"(20.58103, 57.40295)",1,773.9,773.9,773.90,2003,2003,2003.00
"(39.81667, -94.91667)",1,566,566,566.00,1939,1939,1939.00
"(20.94495, 57.35585)",1,303.23,303.23,303.23,2002,2002,2002.00
"(-84.28294, 161.37676)",1,7.1,7.1,7.10,1988,1988,1988.00
"(52.1, 79.7)",1,18350,18350,18350.00,1971,1971,1971.00
"(-84.57392, 162.4929)",1,118.5,118.5,118.50,1993,1993,1993.00
"(39.76667, -76.66667)",1,12000,12000,12000.00,1907,1907,1907.00
"(21.13663, 58.36453)",1,21.96,21.96,21.96,2006,2006,2006.00
"(-84.27395, 161.68488)",1,11.1,11.1,11.10,1993,1993,1993.00
"(20.26405, 56.46315)",1,475.96,475.96,475.96,2003,2003,2003.00
"(20.76032, 55.43335)",1,519.3,519.3,519.30,2010,2010,2010.00
"(-85.63524, -68.49896)",1,37.9,37.9,37.90,1991,1991,1991.00
"(46.98333, 17.7)",1,2000,2000,2000.00,1890,1890,1890.00
"(40.81667, -102.25)",1,1200,1200,1200.00,1947,1947,1947.00
"(54.25, 84.33333)",1,26000,26000,26000.00,1992,1992,1992.00
"(-30.15, 140.98333)",1,1638,1638,1638.00,1968,1968,1968.00
"(-84.57584, 162.56935)",1,27.4,27.4,27.40,1993,1993,1993.00
"(20.03728, 56.27422)",1,86.8,86.8,86.80,2009,2009,2009.00
"(-29.41667, -66.85)",1,997000,997000,997000.00,1937,1937,1937.00
"(-30.12167, 127.38683)",1,4.41,4.41,4.41,1992,1992,1992.00
"(-85.65518, -68.86379)",1,521.2,521.2,521.20,1991,1991,1991.00
"(20.49488, 55.85112)",1,31.94,31.94,31.94,2010,2010,2010.00
"(40.62832, -118.4167)",1,2420,2420,2420.00,2003,2003,2003.00
"(-22.5, 116.16667)",1,326000,326000,326000.00,1913,1913,1913.00
"(-85.68773, -68.90424)",1,375,375,375.00,1991,1991,1991.00
"(-84.7802, -62.20491)",1,135.1,135.1,135.10,1991,1991,1991.00
"(36.25, -101.21667)",1,10400,10400,10400.00,1934,1934,1934.00
"(-33.58316, 118.65662)",1,1213,1213,1213.00,2011,2011,2011.00
"(-85.68251, -68.20314)",1,622.6,622.6,622.60,1991,1991,1991.00
"(32.37167, -6.36)",1,50000,50000,50000.00,2008,2008,2008.00
"(11.35, 16.15)",1,612.4,612.4,612.40,1958,1958,1958.00
"(18.60453, 53.88757)",1,135.23,135.23,135.23,2001,2001,2001.00
"(25.24032, 0.19848)",1,213,213,213.00,2003,2003,2003.00
"(-30.51733, 128.47617)",1,56,56,56.00,1993,1993,1993.00
"(18.2517, 53.9981)",1,10.2,10.2,10.20,2007,2007,2007.00
"(-84.63018, 162.4923)",1,1993.7,1993.7,1993.70,1993,1993,1993.00
"(21.00633, 57.32183)",1,2339,2339,2339.00,2002,2002,2002.00
"(21.04832, 55.57372)",1,4335.1,4335.1,4335.10,2010,2010,2010.00
"(34.80167, -101.68333)",1,23600,23600,23600.00,1973,1973,1973.00
"(-40.53333, -66.63333)",1,10540,10540,10540.00,2005,2005,2005.00
"(-85.68291, -68.52591)",1,3.1,3.1,3.10,1991,1991,1991.00
"(-85.6778, -68.6617)",1,5.4,5.4,5.40,1991,1991,1991.00
"(37.45, -98.41667)",1,25000,25000,25000.00,1939,1939,1939.00
"(-85.65283, -68.60717)",1,4.5,4.5,4.50,2002,2002,2002.00
"(36.22907, -116.17935)",1,62,62,62.00,2001,2001,2001.00
"(35.16667, -105.98333)",1,28,28,28.00,1970,1970,1970.00
"(-84.96255, -67.54226)",1,93.6,93.6,93.60,1991,1991,1991.00
"(-85.68534, -68.78964)",1,8.3,8.3,8.30,1991,1991,1991.00
"(20.78617, 57.14967)",1,908,908,908.00,2008,2008,2008.00
"(-30.28583, 129.957)",1,73,73,73.00,1991,1991,1991.00
"(39.68436, -117.62018)",1,8.8,8.8,8.80,2001,2001,2001.00
"(-85.67866, -69.06528)",1,10.2,10.2,10.20,1991,1991,1991.00
"(35.96667, -77.96667)",1,18000,18000,18000.00,1934,1934,1934.00
"(-86.52146, -123.83598)",1,29.1,29.1,29.10,1991,1991,1991.00
"(34.22833, -103.35833)",1,606,606,606.00,1968,1968,1968.00
"(-85.68834, -68.33712)",1,3366.7,3366.7,3366.70,1991,1991,1991.00
"(38.38333, -98.01667)",1,4400,4400,4400.00,1967,1967,1967.00
"(34.50133, -116.96467)",1,3.4,3.4,3.40,1998,1998,1998.00
"(30.36667, -5.05)",1,300,300,300.00,1999,1999,1999.00
"(-86.50985, -122.96218)",1,107,107,107.00,1991,1991,1991.00
"(-84.58026, 161.98386)",1,71,71,71.00,1993,1993,1993.00
"(-85.167, -94.75)",1,193,193,193.00,2007,2007,2007.00
"(55.0, 35.0)",1,950,950,950.00,1838,1838,1838.00
"(5.91667, -73.0)",1,825000,825000,825000.00,1810,1810,1810.00
"(21.37053, 58.41402)",1,7.4,7.4,7.40,2006,2006,2006.00
